network_id,fitting_id,fitting_classification,service_origin,pole_id,conduit_ids,trace_status,trace_note
LGTNET00001,LGTFIT00077,,unclassified_fitting,LGTLT00719,LGTCON02827,reachable,
LGTNET00001,LGTFIT00077,,unclassified_fitting,LGTLT00720,LGTCON02827;LGTCON02826,reachable,
LGTNET00001,LGTFIT00077,,unclassified_fitting,LGTLT00721,LGTCON02827;LGTCON02826;LGTCON02825,reachable,
LGTNET00001,LGTFIT00077,,unclassified_fitting,LGTLT00722,,unreachable,
LGTNET00001,LGTFIT00077,,unclassified_fitting,LGTLT00723,,unreachable,
LGTNET00003,LGTFIT00884,,unclassified_fitting,LGTLT00715,LGTCON02888;LGTCON02889;LGTCON02886;LGTCON02885;LGTCON02884;LGTCON02883,reachable,
LGTNET00003,LGTFIT00884,,unclassified_fitting,LGTLT00716,LGTCON02888;LGTCON02889;LGTCON02886;LGTCON02885;LGTCON02884,reachable,
LGTNET00003,LGTFIT00884,,unclassified_fitting,LGTLT00717,LGTCON02888;LGTCON02889;LGTCON02886;LGTCON02885,reachable,
LGTNET00003,LGTFIT00884,,unclassified_fitting,LGTLT00718,LGTCON02888;LGTCON02889;LGTCON02886,reachable,
LGTNET00003,LGTFIT00884,,unclassified_fitting,LGTLT02588,LGTCON02888;LGTCON02889,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT00071,LGTCON03868;LGTCON03761;LGTCON03760;LGTCON03759,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT00072,LGTCON03868;LGTCON03761;LGTCON03760,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT00073,LGTCON03868;LGTCON03761,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT00074,LGTCON03868,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT00075,LGTCON03868;LGTCON03660;LGTCON03661;LGTCON03762,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT02842,LGTCON03868;LGTCON03660;LGTCON03661,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT02843,LGTCON03868;LGTCON03660,reachable,
LGTNET00004,LGTFIT00991,,unclassified_fitting,LGTLT05210,LGTCON03868;LGTCON03660;LGTCON03661;LGTCON03762;LGTCON04257;LGTCON04255;LGTCON04256,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT00071,LGTCON03869;LGTCON03660;LGTCON03761;LGTCON03760;LGTCON03759,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT00072,LGTCON03869;LGTCON03660;LGTCON03761;LGTCON03760,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT00073,LGTCON03869;LGTCON03660;LGTCON03761,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT00074,LGTCON03869;LGTCON03660,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT00075,LGTCON03869;LGTCON03661;LGTCON03762,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT02842,LGTCON03869;LGTCON03661,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT02843,LGTCON03869,reachable,
LGTNET00004,LGTFIT00992,,unclassified_fitting,LGTLT05210,LGTCON03869;LGTCON03661;LGTCON03762;LGTCON04257;LGTCON04255;LGTCON04256,reachable,
LGTNET00005,LGTFIT00398,,unclassified_fitting,LGTLT02647,LGTCON00818;LGTCON03786;LGTCON00820,reachable,
LGTNET00005,LGTFIT00398,,unclassified_fitting,LGTLT02648,LGTCON00818;LGTCON00819,reachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00559,LGTCON03755;LGTCON02862;LGTCON02864,reachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00560,LGTCON03755;LGTCON02862,reachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00561,,unreachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00562,,unreachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00706,,unreachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00731,LGTCON03755;LGTCON02862;LGTCON02864;LGTCON02865;LGTCON02866;LGTCON02867,reachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00732,LGTCON03755;LGTCON02862;LGTCON02864;LGTCON02865;LGTCON02866,reachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT00733,LGTCON03755;LGTCON02862;LGTCON02864;LGTCON02865,reachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT02820,,unreachable,
LGTNET00006,LGTFIT00974,,unclassified_fitting,LGTLT05209,LGTCON03755;LGTCON03804,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT00709,LGTCON03756;LGTCON03448;LGTCON02863;LGTCON02869,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT00710,LGTCON03756;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT00711,LGTCON03756;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870;LGTCON02871,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT00712,LGTCON03756;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870;LGTCON02871;LGTCON02872,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT02818,LGTCON03756;LGTCON03448,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT02819,LGTCON03756;LGTCON03448;LGTCON02863,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT05051,LGTCON03756;LGTCON04045;LGTCON04051,reachable,
LGTNET00007,LGTFIT00973,,unclassified_fitting,LGTLT05052,LGTCON03756;LGTCON04045;LGTCON04050;LGTCON04053,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT00709,LGTCON04052;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT00710,LGTCON04052;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT00711,LGTCON04052;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870;LGTCON02871,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT00712,LGTCON04052;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870;LGTCON02871;LGTCON02872,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT02818,LGTCON04052;LGTCON04045;LGTCON03448,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT02819,LGTCON04052;LGTCON04045;LGTCON03448;LGTCON02863,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT05051,LGTCON04052;LGTCON04051,reachable,
LGTNET00007,LGTFIT01291,,unclassified_fitting,LGTLT05052,LGTCON04049;LGTCON04047;LGTCON04053,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT00709,LGTCON04047;LGTCON04050;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT00710,LGTCON04047;LGTCON04050;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT00711,LGTCON04047;LGTCON04050;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870;LGTCON02871,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT00712,LGTCON04047;LGTCON04050;LGTCON04045;LGTCON03448;LGTCON02863;LGTCON02869;LGTCON02870;LGTCON02871;LGTCON02872,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT02818,LGTCON04047;LGTCON04050;LGTCON04045;LGTCON03448,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT02819,LGTCON04047;LGTCON04050;LGTCON04045;LGTCON03448;LGTCON02863,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT05051,LGTCON04047;LGTCON04050;LGTCON04051,reachable,
LGTNET00007,LGTFIT01292,,unclassified_fitting,LGTLT05052,LGTCON04047;LGTCON04053,reachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT00563,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT00564,LGTCON02858;LGTCON04041,reachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT00707,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT00708,LGTCON02859;LGTCON02860;LGTCON02861,reachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT05034,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT05035,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT05036,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT05037,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT05038,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT05039,,unreachable,
LGTNET00008,LGTFIT00881,,unclassified_fitting,LGTLT05040,,unreachable,
LGTNET00009,LGTFIT00014,,unclassified_fitting,LGTLT00103,LGTCON03056;LGTCON03054,reachable,
LGTNET00009,LGTFIT00909,,unclassified_fitting,LGTLT00103,LGTCON03055;LGTCON03054,reachable,
LGTNET00010,LGTFIT00201,,unclassified_fitting,LGTLT01471,LGTCON02028;LGTCON02029;LGTCON02030,reachable,
LGTNET00010,LGTFIT00201,,unclassified_fitting,LGTLT01472,LGTCON02028;LGTCON02029,reachable,
LGTNET00010,LGTFIT00201,,unclassified_fitting,LGTLT01473,LGTCON02028,reachable,
LGTNET00010,LGTFIT00202,,unclassified_fitting,LGTLT01471,LGTCON02031,reachable,
LGTNET00010,LGTFIT00202,,unclassified_fitting,LGTLT01472,LGTCON02031;LGTCON02030,reachable,
LGTNET00010,LGTFIT00202,,unclassified_fitting,LGTLT01473,LGTCON02031;LGTCON02030;LGTCON02029,reachable,
LGTNET00011,LGTFIT00041,,unclassified_fitting,LGTLT01474,LGTCON02032,reachable,
LGTNET00011,LGTFIT00041,,unclassified_fitting,LGTLT01475,LGTCON02032;LGTCON02033,reachable,
LGTNET00011,LGTFIT00041,,unclassified_fitting,LGTLT01476,LGTCON02032;LGTCON02033;LGTCON02034,reachable,
LGTNET00011,LGTFIT00042,,unclassified_fitting,LGTLT01474,LGTCON02035;LGTCON02034;LGTCON02033,reachable,
LGTNET00011,LGTFIT00042,,unclassified_fitting,LGTLT01475,LGTCON02035;LGTCON02034,reachable,
LGTNET00011,LGTFIT00042,,unclassified_fitting,LGTLT01476,LGTCON02035,reachable,
LGTNET00011,LGTFIT01068,service_box,assumed,LGTLT01474,LGTCON02036,reachable,
LGTNET00011,LGTFIT01068,service_box,assumed,LGTLT01475,LGTCON02036;LGTCON02033,reachable,
LGTNET00011,LGTFIT01068,service_box,assumed,LGTLT01476,LGTCON02036;LGTCON02033;LGTCON02034,reachable,
LGTNET00012,LGTFIT00115,,unclassified_fitting,LGTLT00997,LGTCON02723;LGTCON02721;LGTCON02720;LGTCON03781;LGTCON02719;LGTCON01957,reachable,
LGTNET00012,LGTFIT00115,,unclassified_fitting,LGTLT00998,LGTCON02723;LGTCON02721;LGTCON02720;LGTCON03781;LGTCON02719,reachable,
LGTNET00012,LGTFIT00115,,unclassified_fitting,LGTLT00999,LGTCON02723;LGTCON02721;LGTCON02720;LGTCON03781,reachable,
LGTNET00012,LGTFIT00115,,unclassified_fitting,LGTLT01000,LGTCON02723;LGTCON02721;LGTCON02720,reachable,
LGTNET00012,LGTFIT00115,,unclassified_fitting,LGTLT01001,LGTCON02723,reachable,
LGTNET00012,LGTFIT00115,,unclassified_fitting,LGTLT01002,LGTCON02723;LGTCON02721;LGTCON02726,reachable,
LGTNET00012,LGTFIT00115,,unclassified_fitting,LGTLT01003,LGTCON02723;LGTCON02721;LGTCON02726;LGTCON02725,reachable,
LGTNET00012,LGTFIT00116,,unclassified_fitting,LGTLT00997,LGTCON02722;LGTCON02721;LGTCON02720;LGTCON03781;LGTCON02719;LGTCON01957,reachable,
LGTNET00012,LGTFIT00116,,unclassified_fitting,LGTLT00998,LGTCON02722;LGTCON02721;LGTCON02720;LGTCON03781;LGTCON02719,reachable,
LGTNET00012,LGTFIT00116,,unclassified_fitting,LGTLT00999,LGTCON02722;LGTCON02721;LGTCON02720;LGTCON03781,reachable,
LGTNET00012,LGTFIT00116,,unclassified_fitting,LGTLT01000,LGTCON02722;LGTCON02721;LGTCON02720,reachable,
LGTNET00012,LGTFIT00116,,unclassified_fitting,LGTLT01001,LGTCON02722,reachable,
LGTNET00012,LGTFIT00116,,unclassified_fitting,LGTLT01002,LGTCON02722;LGTCON02721;LGTCON02726,reachable,
LGTNET00012,LGTFIT00116,,unclassified_fitting,LGTLT01003,LGTCON02722;LGTCON02721;LGTCON02726;LGTCON02725,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01018,LGTCON02958,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01019,LGTCON02958;LGTCON02956;LGTCON02957,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01020,LGTCON02958;LGTCON02956;LGTCON02959;LGTCON02960,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01021,LGTCON02958;LGTCON02956;LGTCON02969,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01022,LGTCON02958;LGTCON02956;LGTCON02969;LGTCON02968,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01023,LGTCON02958;LGTCON02956;LGTCON02969;LGTCON02968;LGTCON02967,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01024,LGTCON02958;LGTCON02956;LGTCON02969;LGTCON02968;LGTCON02967;LGTCON02966;LGTCON02965,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01025,LGTCON02958;LGTCON02956;LGTCON02969;LGTCON02968;LGTCON02967;LGTCON02966;LGTCON02965;LGTCON02964;LGTCON02963,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01026,LGTCON02958;LGTCON02956;LGTCON02969;LGTCON02968;LGTCON02967;LGTCON02966;LGTCON02965;LGTCON02964;LGTCON02962,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01027,LGTCON02958;LGTCON02956;LGTCON02959;LGTCON02961,reachable,
LGTNET00013,LGTFIT00082,,unclassified_fitting,LGTLT01028,,unreachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01018,LGTCON02970;LGTCON02966;LGTCON02967;LGTCON02968;LGTCON02969;LGTCON02956,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01019,LGTCON02970;LGTCON02966;LGTCON02967;LGTCON02968;LGTCON02969;LGTCON02957,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01020,LGTCON02970;LGTCON02966;LGTCON02967;LGTCON02968;LGTCON02969;LGTCON02959;LGTCON02960,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01021,LGTCON02970;LGTCON02966;LGTCON02967;LGTCON02968,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01022,LGTCON02970;LGTCON02966;LGTCON02967,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01023,LGTCON02970;LGTCON02966,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01024,LGTCON02970;LGTCON02965,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01025,LGTCON02970;LGTCON02965;LGTCON02964;LGTCON02963,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01026,LGTCON02970;LGTCON02965;LGTCON02964;LGTCON02962,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01027,LGTCON02970;LGTCON02966;LGTCON02967;LGTCON02968;LGTCON02969;LGTCON02959;LGTCON02961,reachable,
LGTNET00013,LGTFIT00083,,unclassified_fitting,LGTLT01028,,unreachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01304,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01969;LGTCON01968,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01305,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01969;LGTCON01971,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01306,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01969;LGTCON01971;LGTCON01973;LGTCON01972,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01307,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01969;LGTCON01971;LGTCON01973;LGTCON01974,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01308,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01975;LGTCON01976;LGTCON01977,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01309,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01975,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01310,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01965,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01311,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01962;LGTCON01964,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01312,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01962,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01313,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01314,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01960,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01315,LGTCON01955;LGTCON01956,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01316,LGTCON01955,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01317,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01961;LGTCON01963;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01967,reachable,
LGTNET00014,LGTFIT00064,,unclassified_fitting,LGTLT01322,LGTCON01955;LGTCON01956;LGTCON01959;LGTCON01958,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01304,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01968,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01305,LGTCON01978;LGTCON01972;LGTCON01973,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01306,LGTCON01978,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01307,LGTCON01978;LGTCON01972;LGTCON01974,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01308,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01975;LGTCON01976;LGTCON01977,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01309,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01975,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01310,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01965,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01311,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01962;LGTCON01964,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01312,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01962,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01313,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01963,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01314,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01963;LGTCON01961;LGTCON01960,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01315,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01963;LGTCON01961;LGTCON01959,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01316,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01963;LGTCON01961;LGTCON01959;LGTCON01956,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01317,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01962;LGTCON01964;LGTCON01966;LGTCON01967,reachable,
LGTNET00014,LGTFIT00065,,unclassified_fitting,LGTLT01322,LGTCON01978;LGTCON01972;LGTCON01973;LGTCON01971;LGTCON01969;LGTCON01963;LGTCON01961;LGTCON01958,reachable,
LGTNET00015,LGTFIT00889,,unclassified_fitting,LGTLT01318,LGTCON02952;LGTCON02953;LGTCON02954;LGTCON02955,reachable,
LGTNET00015,LGTFIT00889,,unclassified_fitting,LGTLT01319,LGTCON02952;LGTCON02953;LGTCON02954,reachable,
LGTNET00015,LGTFIT00889,,unclassified_fitting,LGTLT01320,LGTCON02952;LGTCON02953,reachable,
LGTNET00015,LGTFIT00889,,unclassified_fitting,LGTLT01321,LGTCON02952,reachable,
LGTNET00016,LGTFIT00451,,unclassified_fitting,LGTLT00603,LGTCON00899;LGTCON00897;LGTCON00946;LGTCON00892;LGTCON00890,reachable,
LGTNET00016,LGTFIT00451,,unclassified_fitting,LGTLT00604,LGTCON00899;LGTCON00897;LGTCON00946,reachable,
LGTNET00016,LGTFIT00451,,unclassified_fitting,LGTLT00605,LGTCON00899,reachable,
LGTNET00016,LGTFIT00451,,unclassified_fitting,LGTLT00606,LGTCON00900,reachable,
LGTNET00016,LGTFIT00451,,unclassified_fitting,LGTLT00607,LGTCON00899;LGTCON00897;LGTCON00895,reachable,
LGTNET00016,LGTFIT00451,,unclassified_fitting,LGTLT00608,LGTCON00899;LGTCON00897;LGTCON00946;LGTCON00892;LGTCON00891,reachable,
LGTNET00016,LGTFIT00451,,unclassified_fitting,LGTLT02817,,unreachable,
LGTNET00017,LGTFIT00918,,unclassified_fitting,LGTLT00597,LGTCON03143;LGTCON03142;LGTCON03140,reachable,
LGTNET00017,LGTFIT00918,,unclassified_fitting,LGTLT00598,LGTCON03143;LGTCON03145;LGTCON03147,reachable,
LGTNET00017,LGTFIT00918,,unclassified_fitting,LGTLT00600,LGTCON03143;LGTCON03145;LGTCON03146,reachable,
LGTNET00017,LGTFIT00918,,unclassified_fitting,LGTLT00601,LGTCON03143;LGTCON03142;LGTCON03141,reachable,
LGTNET00017,LGTFIT00918,,unclassified_fitting,LGTLT00602,LGTCON03143;LGTCON03142;LGTCON03140;LGTCON03139;LGTCON03138,reachable,
LGTNET00019,LGTFIT00084,,unclassified_fitting,LGTLT01014,LGTCON02944;LGTCON02971;LGTCON02972;LGTCON02973,reachable,
LGTNET00019,LGTFIT00084,,unclassified_fitting,LGTLT01015,LGTCON02944;LGTCON02971;LGTCON02972,reachable,
LGTNET00019,LGTFIT00084,,unclassified_fitting,LGTLT01016,LGTCON02944;LGTCON02971,reachable,
LGTNET00019,LGTFIT00084,,unclassified_fitting,LGTLT01017,LGTCON02944,reachable,
LGTNET00020,LGTFIT00980,,unclassified_fitting,LGTLT00599,LGTCON03674,reachable,
LGTNET00020,LGTFIT00980,,unclassified_fitting,LGTLT02712,,unreachable,
LGTNET00020,LGTFIT00980,,unclassified_fitting,LGTLT02713,,unreachable,
LGTNET00020,LGTFIT00980,,unclassified_fitting,LGTLT02714,,unreachable,
LGTNET00021,LGTFIT00096,,unclassified_fitting,LGTLT02682,LGTCON03110,reachable,
LGTNET00021,LGTFIT01218,service_box,assumed,LGTLT02682,LGTCON03109,reachable,
LGTNET00022,LGTFIT01207,service_box,assumed,LGTLT00574,LGTCON00530,reachable,
LGTNET00022,LGTFIT01207,service_box,assumed,LGTLT00575,LGTCON00530;LGTCON00531,reachable,
LGTNET00022,LGTFIT01207,service_box,assumed,LGTLT05275,LGTCON00530;LGTCON04393;LGTCON04392,reachable,
LGTNET00022,LGTFIT01207,service_box,assumed,LGTLT05276,LGTCON00530;LGTCON04393;LGTCON04392;LGTCON04390;LGTCON04389,reachable,
LGTNET00022,LGTFIT01207,service_box,assumed,LGTLT05277,LGTCON00530;LGTCON04393;LGTCON04392;LGTCON04390,reachable,
LGTNET00022,LGTFIT01441,,unclassified_fitting,LGTLT00574,LGTCON04388;LGTCON04389;LGTCON04390;LGTCON04392;LGTCON04393,reachable,
LGTNET00022,LGTFIT01441,,unclassified_fitting,LGTLT00575,LGTCON04388;LGTCON04389;LGTCON04390;LGTCON04392;LGTCON04393;LGTCON00531,reachable,
LGTNET00022,LGTFIT01441,,unclassified_fitting,LGTLT05275,LGTCON04388;LGTCON04389;LGTCON04390,reachable,
LGTNET00022,LGTFIT01441,,unclassified_fitting,LGTLT05276,LGTCON04388,reachable,
LGTNET00022,LGTFIT01441,,unclassified_fitting,LGTLT05277,LGTCON04388;LGTCON04389,reachable,
LGTNET00022,LGTFIT01443,,unclassified_fitting,LGTLT00574,LGTCON04391;LGTCON04393,reachable,
LGTNET00022,LGTFIT01443,,unclassified_fitting,LGTLT00575,LGTCON04391;LGTCON04393;LGTCON00531,reachable,
LGTNET00022,LGTFIT01443,,unclassified_fitting,LGTLT05275,LGTCON04391;LGTCON04392,reachable,
LGTNET00022,LGTFIT01443,,unclassified_fitting,LGTLT05276,LGTCON04391;LGTCON04392;LGTCON04390;LGTCON04389,reachable,
LGTNET00022,LGTFIT01443,,unclassified_fitting,LGTLT05277,LGTCON04391;LGTCON04392;LGTCON04390,reachable,
LGTNET00023,LGTFIT01208,service_box,assumed,LGTLT00568,LGTCON00534,reachable,
LGTNET00023,LGTFIT01208,service_box,assumed,LGTLT00569,LGTCON00534;LGTCON00533,reachable,
LGTNET00023,LGTFIT01208,service_box,assumed,LGTLT00570,LGTCON00534;LGTCON00533;LGTCON00532,reachable,
LGTNET00024,LGTFIT00075,,unclassified_fitting,LGTLT01012,LGTCON02822,reachable,
LGTNET00024,LGTFIT00075,,unclassified_fitting,LGTLT01013,LGTCON02822;LGTCON02823,reachable,
LGTNET00025,LGTFIT00142,,unclassified_fitting,LGTLT02603,LGTCON03007;LGTCON03006,reachable,
LGTNET00025,LGTFIT00142,,unclassified_fitting,LGTLT02604,LGTCON03007,reachable,
